wazaNo	isValid	type	category	damageType	power	hitPer	basePP	priority	hitCountMax	hitCountMin	sickID	sickPer	sickCont	sickTurnMin	sickTurnMax	criticalRank	shrinkPer	aiSeqNo	damageRecoverRatio	hpRecoverRatio	target	rankEffType1	rankEffType2	rankEffType3	rankEffValue1	rankEffValue2	rankEffValue3	rankEffPer1	rankEffPer2	rankEffPer3	flags	contestWazaNo
612	1	1	7	1	40	100	20	0	0	0	0	0	0	0	0	0	0	374	0	0	0	1	0	0	1	0	0	100	0	0	131273	32
613	0	2	8	2	80	100	10	0	0	0	0	0	0	0	0	0	0	348	75	0	0	0	0	0	0	0	0	0	0	0	137288	0
614	0	4	0	1	90	100	10	0	0	0	65535	100	1	0	0	0	0	372	0	0	5	0	0	0	0	0	0	0	0	0	16456	0
615	0	4	0	1	90	100	10	0	0	0	0	0	0	0	0	0	0	373	0	0	5	0	0	0	0	0	0	0	0	0	16456	0
616	0	4	0	1	90	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	147528	0
617	0	17	0	2	140	90	5	0	0	0	0	0	0	0	0	0	0	269	-50	0	0	0	0	0	0	0	0	0	0	0	72	0
618	1	10	0	2	110	85	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	72	47
619	1	4	0	1	120	85	10	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	16456	44
620	1	2	7	1	120	100	5	0	0	0	0	0	0	0	0	0	0	229	0	0	0	2	4	0	-1	-1	0	100	100	0	2121	44
621	0	16	7	1	100	101	5	0	0	0	0	0	0	0	0	0	0	359	0	0	0	2	0	0	-1	0	0	100	0	0	8256	0
622	0	0	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
623	0	0	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
624	0	1	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
625	0	1	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
626	0	2	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627	0	2	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
628	0	3	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
629	0	3	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630	0	4	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
631	0	4	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
632	0	5	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633	0	5	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
634	0	6	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
635	0	6	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
636	0	7	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
637	0	7	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638	0	8	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639	0	8	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640	0	9	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
641	0	9	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
642	0	10	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
643	0	10	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
644	0	11	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645	0	11	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646	0	12	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
647	0	12	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	0	13	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649	0	13	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
650	0	14	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
651	0	14	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
652	0	15	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653	0	15	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
654	0	16	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655	0	16	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
656	0	17	0	1	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657	0	17	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
658	0	12	0	1	210	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
659	0	4	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	381	0	50	7	0	0	0	0	0	0	0	0	0	135200	0
660	0	6	0	1	90	100	10	2	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
661	0	3	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	383	0	0	7	0	0	0	0	0	0	0	0	0	0	0
662	0	7	0	1	80	100	10	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
663	0	16	0	1	85	100	10	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
664	0	10	0	2	90	100	10	0	0	0	0	0	0	0	0	0	0	385	0	0	4	0	0	0	0	0	0	0	0	0	139592	0
665	0	14	7	1	100	90	10	0	0	0	0	0	0	0	0	0	0	218	0	0	0	5	0	0	-1	0	0	100	0	0	131273	0
666	0	17	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	386	0	50	0	0	0	0	0	0	0	0	0	0	167960	0
667	1	4	0	1	95	95	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131145	42
668	1	11	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	387	0	0	0	1	0	0	-1	0	0	100	0	0	135256	5
669	0	11	0	1	125	100	10	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	131147	0
670	1	11	0	1	40	100	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131144	30
671	0	0	13	0	0	101	15	3	0	0	0	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	32792	0
672	1	3	5	0	0	100	20	0	0	0	5	100	1	0	0	0	0	389	0	0	0	5	0	0	-1	0	0	100	0	0	131160	17
673	1	0	13	0	0	101	30	0	0	0	0	0	0	0	0	0	0	390	0	0	7	0	0	0	0	0	0	0	0	0	131104	6
674	0	8	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	391	0	0	6	1	3	0	1	1	0	0	0	0	139296	0
675	1	16	4	1	80	100	15	0	0	0	24	100	2	2	2	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
676	0	6	0	2	90	100	15	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	163912	0
677	0	8	0	1	80	100	20	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
678	0	13	10	0	0	101	10	0	0	0	0	0	0	0	0	0	0	394	0	0	10	0	0	0	0	0	0	0	0	0	147456	0
679	1	6	6	1	80	100	15	0	0	0	0	0	0	0	0	0	0	395	0	0	0	1	0	0	-1	0	0	100	0	0	131145	38
680	0	9	6	1	80	100	15	0	0	0	0	0	0	0	0	0	0	396	0	0	0	2	0	0	-1	0	0	100	0	0	131145	0
681	0	16	0	1	20	100	10	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
682	1	9	0	2	130	100	5	0	0	0	0	0	0	0	0	0	0	397	0	0	0	0	0	0	0	0	0	0	0	0	132168	46
683	0	13	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	172104	0
684	1	8	0	1	70	101	10	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	131145	37
685	0	3	13	0	0	101	20	0	0	0	0	0	0	0	0	0	0	399	0	50	0	0	0	0	0	0	0	0	0	0	135192	0
686	0	0	0	2	90	100	15	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	196680	0
687	0	15	0	2	100	100	10	0	0	0	0	0	0	0	0	0	0	401	0	0	5	0	0	0	0	0	0	0	0	0	131144	0
688	0	11	6	1	70	100	15	0	0	0	0	0	0	0	0	0	0	395	0	0	0	1	0	0	-1	0	0	100	0	0	131145	0
689	0	13	13	0	0	101	15	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	40968	0
690	0	2	0	1	100	100	15	-3	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	8	0
691	0	15	7	2	110	100	5	0	0	0	0	0	0	0	0	0	0	404	0	0	5	2	0	0	-1	0	0	100	0	0	139592	0
692	1	15	0	1	90	100	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131145	42
693	0	16	0	1	60	100	20	0	0	0	0	0	0	0	0	0	0	405	0	0	4	0	0	0	0	0	0	0	0	0	131145	0
694	1	14	11	0	0	101	20	0	0	0	0	0	0	0	0	0	0	406	0	0	12	0	0	0	0	0	0	0	0	0	131104	17
695	0	7	0	1	180	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
696	0	16	0	1	180	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
697	0	10	0	2	195	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
698	0	17	0	2	1	101	1	0	0	0	0	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
699	0	7	0	1	195	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
700	0	12	4	2	175	101	1	0	0	0	1	100	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
701	0	0	0	1	210	101	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
702	0	0	2	0	0	101	1	0	0	0	0	0	0	0	0	0	0	413	0	0	7	8	0	0	2	0	0	100	0	0	0	0
703	0	13	0	2	185	101	1	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
704	0	9	0	2	150	100	5	-3	0	0	0	0	0	0	0	0	0	407	0	0	5	0	0	0	0	0	0	0	0	0	8	0
705	0	17	7	2	130	90	5	0	0	0	0	0	0	0	0	0	0	204	0	0	0	3	0	0	-2	0	0	100	0	0	72	0
706	0	13	0	1	85	100	10	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
707	1	4	0	1	75	100	10	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	131145	38
708	0	7	6	1	85	100	10	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	-1	0	0	20	0	0	131144	0
709	0	5	0	1	40	100	20	1	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
710	1	10	6	1	85	100	10	0	0	0	0	0	0	0	0	0	0	69	0	0	0	2	0	0	-1	0	0	20	0	0	131145	43
711	0	13	0	2	160	100	10	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	131148	0
712	0	7	0	1	90	100	10	0	0	0	0	0	0	0	0	0	0	409	0	0	0	0	0	0	0	0	0	0	0	0	8265	0
713	0	8	0	1	100	100	5	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	73	0
714	0	7	0	2	100	100	5	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	72	0
715	1	0	2	0	0	101	20	0	0	0	0	0	0	0	0	0	0	411	0	0	0	1	3	0	-1	-1	0	100	100	0	131152	5
716	0	12	0	1	80	100	10	0	0	0	0	0	0	0	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
717	0	17	0	2	1	90	10	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	72	0
718	0	0	0	1	120	100	10	0	0	0	0	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
719	0	12	0	2	195	101	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720	0	9	0	2	150	100	5	0	0	0	0	0	0	0	0	0	0	419	0	0	4	0	0	0	0	0	0	0	0	0	72	0
721	0	12	0	1	100	100	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
722	0	13	0	2	100	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
723	0	13	0	2	200	101	1	0	0	0	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
724	0	8	0	1	200	101	1	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	1	0
725	0	7	0	2	200	101	1	0	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
726	0	17	0	1	190	101	1	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0	0	1	0
727	0	5	0	1	190	101	1	0	0	0	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728	0	15	7	2	185	101	1	0	0	0	0	0	0	0	0	0	0	418	0	0	5	8	0	0	1	0	0	100	0	0	8448	0
729	0	12	7	1	80	100	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	0	0	100	0	0	73	0
730	0	10	4	2	90	100	15	0	0	0	1	30	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	72	0
731	0	2	0	1	90	95	15	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0
732	0	12	0	2	1	101	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
733	0	10	8	2	60	100	20	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	4168	0
734	0	12	4	2	60	100	20	0	0	0	1	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
735	0	9	4	1	60	100	20	0	0	0	4	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1097	0
736	0	13	0	2	80	95	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
737	0	16	0	2	80	95	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
738	0	11	4	1	100	90	10	0	0	0	18	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
739	0	14	0	2	100	90	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
740	0	17	0	2	120	85	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
741	0	0	0	1	1	101	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
742	0	8	0	1	60	100	5	0	2	2	0	0	0	0	0	0	30	44	0	0	0	0	0	0	0	0	0	0	0	0	201	0
743	0	0	13	0	0	101	10	4	0	0	0	0	0	0	0	0	0	111	0	0	7	0	0	0	0	0	0	0	0	0	0	0
744	0	15	0	2	100	100	5	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	8	0
745	0	10	0	2	80	100	15	0	0	0	0	0	0	0	0	1	0	421	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
746	0	16	0	1	80	100	10	0	0	0	0	0	0	0	0	0	0	422	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
747	0	0	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	423	0	0	7	2	0	0	2	0	0	100	0	0	131104	0
748	0	1	2	0	0	101	5	0	0	0	0	0	0	0	0	0	0	424	0	0	7	8	0	0	1	0	0	100	0	0	131104	0
749	0	5	5	0	0	100	15	0	0	0	42	100	1	0	0	0	0	425	0	0	0	5	0	0	-1	0	0	100	0	0	131160	0
750	0	13	13	0	0	100	20	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	163928	0
751	0	15	0	1	50	100	10	0	2	2	0	0	0	0	0	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
752	0	0	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	428	0	0	8	0	0	0	0	0	0	0	0	0	139264	0
753	0	1	13	0	0	100	15	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
754	0	12	0	1	85	100	10	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
755	0	10	0	1	85	100	10	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
756	0	0	13	0	0	100	10	0	0	0	0	0	0	0	0	0	0	431	0	0	10	0	0	0	0	0	0	0	0	0	131136	0
757	0	9	0	1	100	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
758	0	6	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
759	0	12	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
760	0	0	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
761	0	1	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
762	0	7	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
763	0	14	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
764	0	3	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
765	0	10	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
766	0	2	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
767	0	17	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
768	0	15	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
769	0	13	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
770	0	5	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
771	0	4	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
772	0	16	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
773	0	11	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
774	0	8	0	1	10	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
775	0	15	2	0	0	100	5	0	0	0	0	0	0	0	0	0	0	432	0	-33	7	8	0	0	1	0	0	100	0	0	65824	0
776	1	1	0	1	80	100	10	0	0	0	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0	0	0	0	0	73	37
777	0	17	2	0	0	101	15	0	0	0	0	0	0	0	0	0	0	434	0	0	0	1	3	0	2	2	0	100	100	0	32768	0
778	0	11	6	1	80	100	10	0	0	0	0	0	0	0	0	0	0	70	0	0	0	5	0	0	-1	0	0	100	0	0	72	0
779	0	11	4	1	35	100	15	0	0	0	8	100	4	5	6	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	73	0
780	0	9	4	1	120	90	5	0	0	0	4	10	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1096	0
781	0	8	0	1	100	100	5	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	73	0
782	0	8	0	1	100	100	5	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	73	0
783	0	12	7	1	110	100	10	0	0	0	0	0	0	0	0	0	0	436	0	0	0	5	0	0	1	0	0	100	0	0	72	0
784	0	15	6	1	60	100	15	0	0	0	0	0	0	0	0	0	0	395	0	0	5	1	0	0	-1	0	0	100	0	0	73	0
785	0	11	0	1	40	100	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0
786	0	12	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	438	0	0	5	0	0	0	0	0	0	0	0	0	8520	0
787	0	11	6	2	80	100	10	0	0	0	0	0	0	0	0	0	0	439	0	0	0	4	0	0	-1	0	0	100	0	0	72	0
788	0	11	6	1	80	100	10	0	0	0	0	0	0	0	0	0	0	396	0	0	0	2	0	0	-1	0	0	100	0	0	72	0
789	0	17	6	1	75	100	15	0	0	0	0	0	0	0	0	0	0	71	0	0	0	3	0	0	-1	0	0	100	0	0	73	0
790	0	17	4	2	90	95	10	0	0	0	6	20	2	2	5	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	72	0
791	1	10	3	0	0	101	10	0	0	0	0	0	0	0	0	0	0	440	0	25	6	0	0	0	0	0	0	0	0	0	12320	15
792	0	16	13	0	0	100	10	4	0	0	0	0	0	0	0	0	0	441	0	0	7	0	0	0	0	0	0	0	0	0	0	0
793	0	16	0	1	80	101	10	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	73	0
794	0	1	0	1	150	100	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	76	0
795	0	15	0	2	160	90	5	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	76	0
796	0	8	0	2	140	95	5	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	72	0
797	0	13	0	2	80	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
798	0	8	0	1	130	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
799	0	15	0	1	25	90	20	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
800	0	5	0	2	120	90	10	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131146	0
801	0	3	4	2	90	100	10	0	0	0	5	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
802	0	17	0	2	100	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	131144	0
803	0	11	0	1	70	100	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
804	0	12	0	2	70	100	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
805	0	0	0	2	50	100	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
806	0	6	6	1	70	90	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	-1	0	0	100	0	0	131145	0
807	0	9	4	2	70	100	5	0	0	0	4	100	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	131144	0
808	0	16	0	1	75	100	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
809	0	7	0	1	110	90	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131144	0
810	0	3	13	0	0	100	40	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	163928	0
811	0	1	2	0	0	101	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	0	1	1	0	100	100	0	172032	0
812	0	10	0	1	60	100	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
813	0	14	0	1	20	90	10	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
814	0	2	0	1	40	90	10	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131145	0
815	0	4	4	2	70	100	10	0	0	0	4	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132168	0
816	0	11	13	0	0	101	10	0	0	0	0	0	0	0	0	0	0	0	0	25	6	0	0	0	0	0	0	0	0	0	45056	0
817	0	16	0	1	80	100	5	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
818	0	10	0	1	25	100	5	0	3	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0
